Date,Distric,Location,Latitude,Longitude,Rainfalls_mm,Relative_Humidity_Day,Relative_Humidity_Night,Temperature_Min,Temperature_Max,Average_Wind_Speed_km/h,Land Cover,Landform,Disaster Occurrence,Disaster Type,Severity,Nearest Shelter_km
5/22/2016,Rathnapura,Pelmadulla,6.3993,80.6283,2.2,84,96,25.3,32.3,3.1,Forest,Plateau,No,No,No,9.5
3/27/2021,Rathnapura,Weligepola,6.2992,80.2627,14.9,81,98,22.6,32.8,1.6,Grassland,Plateau,No,No,No,8.9
6/4/2016,Rathnapura,Kuruwita,6.2829,80.7728,5.4,90,93,24.5,30.5,2.6,Forest,Valley,No,No,No,18.4
2/4/2016,Rathnapura,Rathnapura,6.6228,80.1178,0,60,89,19.9,32.7,1.9,Grassland,Mountain,No,No,No,11.2
5/30/2021,Rathnapura,Kalthota,6.2829,80.7728,3.5,77,96,24.5,31.6,1.8,Urban,Valley,No,No,No,12.5
5/15/2016,Rathnapura,Godakawela,6.3993,80.6283,136,97,97,23.8,25.1,2.5,Forest,Valley,Yes,Landslide,Medium,16.7
10/5/2021,Rathnapura,Kolonna,6.6828,80.3992,66.1,96,98,23.6,26.1,2.1,Grassland,Mountain,No,No,No,18.4
7/28/2021,Rathnapura,Imbulpe,6.7182,80.3129,11.7,78,96,23.6,30.8,2.3,Forest,Plateau,No,No,No,7.4
4/22/2021,Rathnapura,Balangoda,6.9826,80.6728,49.8,71,98,23.6,33.8,3.1,Urban,Plateau,No,No,No,20.2
4/8/2021,Rathnapura,Kolonna,6.9826,80.6728,0,73,95,21.5,33.4,2.3,Forest,Valley,No,No,No,11.2
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
5/6/2016,Rathnapura,Kalawana,6.2992,80.2627,18.4,85,99,24.4,32,3.1,Urban,Plateau,No,No,No,9.2
2/14/2021,Rathnapura,Kalawana,6.2829,80.7728,0,67,88,23.6,34.3,2.4,Urban,Valley,No,No,No,6
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
9/23/2021,Rathnapura,Kalawana,6.9826,80.6728,6.5,79,94,24,32.2,1.8,Forest,Mountain,No,No,No,12.5
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
6/9/2016,Rathnapura,Imbulpe,6.6228,80.1178,20.6,85,96,23.7,31.1,2.4,Forest,Valley,No,No,No,7.4
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
5/19/2016,Rathnapura,Weligepola,6.6228,80.1178,64.1,87,98,24.2,30.8,2.7,Grassland,Mountain,No,No,No,7.4
6/6/2021,Rathnapura,Pelmadulla,6.2829,80.7728,3.9,85,85,23,29.6,2.9,Forest,Valley,No,No,No,11.2
3/31/2021,Rathnapura,Pelmadulla,6.7182,80.3129,0,71,91,23.4,34,2.3,Forest,Plateau,No,No,No,14.1
10/1/2021,Rathnapura,Kolonna,6.6228,80.1178,59.5,95,97,24.1,28.3,1.8,Forest,Mountain,No,No,No,12.5
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
6/14/2016,Rathnapura,Balangoda,6.7182,80.3129,1.2,76,90,24.6,31.6,1.6,Forest,Plateau,No,No,No,11.2
4/2/2021,Rathnapura,Pelmadulla,6.6228,80.1178,0.1,76,92,24.2,33.7,1.6,Urban,Plateau,No,No,No,11.9
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
2/24/2021,Rathnapura,Elapatha,6.7182,80.3129,0,70,96,22.8,34.1,3.2,Grassland,Mountain,No,No,No,12.5
1/10/2021,Rathnapura,Weligepola,6.2829,80.7728,0,85,84,22.5,29.7,2.7,Forest,Valley,No,No,No,12.5
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
9/24/2021,Rathnapura,Balangoda,6.6228,80.1178,12.6,83,97,24.1,32.6,1.5,Urban,Valley,No,No,No,11.9
5/7/2016,Rathnapura,Balangoda,6.2829,80.7728,40.7,84,99,23.4,32.1,2.7,Urban,Plateau,Yes,LandSlide,High,9.5
9/7/2021,Rathnapura,Kalawana,6.6828,80.3992,3.6,77,96,23,31.3,2.5,Grassland,Valley,No,No,No,14.1
8/12/2021,Rathnapura,Godakawela,6.9826,80.6728,61.7,93,94,24,27.1,1.9,Forest,Valley,No,No,No,11.2
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
6/21/2016,Rathnapura,Kuruwita,6.7182,80.3129,2.4,80,83,22.7,30.9,3,Forest,Plateau,No,No,No,6
5/15/2016,Rathnapura,Godakawela,6.3993,80.6283,136,97,97,23.8,25.1,2.5,Forest,Valley,Yes,Landslide,Medium,16.7
6/19/2016,Rathnapura,Kolonna,6.3993,80.6283,6.4,76,91,24.5,29.9,3.2,Forest,Mountain,No,No,No,7.2
10/16/2021,Rathnapura,Ayagama,6.2992,80.2627,16.2,80,95,24.4,29.2,2.1,Grassland,Plateau,Yes,Flood,Medium,7.4
8/9/2016,Rathnapura,Godakawela,6.7182,80.3129,5.8,70,88,25,31.6,1.9,Forest,Plateau,No,No,No,7.4
1/19/2021,Rathnapura,Godakawela,6.6828,80.3992,0.1,82,85,22.7,29.8,3.1,Grassland,Mountain,No,No,No,8
8/13/2021,Rathnapura,Opanayaka,6.6228,80.1178,11.5,87,92,23.5,29.2,2.7,Urban,Mountain,No,No,No,12.5
10/24/2021,Rathnapura,Eheliyagoda,6.2829,80.7728,1.6,81,96,23.5,30.8,2.5,Forest,Plateau,No,No,No,20.2
8/27/2016,Rathnapura,Godakawela,6.2829,80.7728,5.3,76,94,24.5,30.1,1.9,Grassland,Plateau,No,No,No,11.9
9/19/2021,Rathnapura,Imbulpe,6.2829,80.7728,0,75,94,23.5,32.7,2.7,Grassland,Valley,Yes,LandSlide,Medium,20.2
7/30/2021,Rathnapura,Pelmadulla,6.6228,80.1178,0,69,86,24.5,31.7,1.6,Grassland,Plateau,No,No,No,9.2
7/18/2016,Rathnapura,Weligepola,6.6828,80.3992,0.1,75,89,23,31.6,2.3,Grassland,Valley,No,No,No,9.5
3/4/2016,Rathnapura,Pelmadulla,6.2992,80.2627,0,67,89,23.5,36.4,1.6,Grassland,Valley,No,No,No,10.1
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
2/18/2021,Rathnapura,Godakawela,6.9826,80.6728,0,67,95,23.6,34.4,2.7,Urban,Valley,No,No,No,12.5
5/6/2021,Rathnapura,Weligepola,6.9826,80.6728,22.6,87,97,23.8,32.8,3.1,Urban,Mountain,No,No,No,8.9
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
6/17/2021,Rathnapura,Balangoda,6.9826,80.6728,0,71,71,24.5,32.2,2.5,Grassland,Mountain,No,No,No,18.4
1/31/2021,Rathnapura,Godakawela,6.2829,80.7728,20.7,85,83,22.3,33.1,1.5,Forest,Valley,No,No,No,12.5
2/28/2016,Rathnapura,Balangoda,6.3993,80.6283,0,68,96,23.1,35.9,2.7,Grassland,Plateau,No,No,No,11.9
10/6/2021,Rathnapura,Balangoda,6.7182,80.3129,1.1,83,96,23.4,30.6,2.5,Forest,Valley,No,No,No,16.7
3/3/2016,Rathnapura,Opanayaka,6.6228,80.1178,0,61,92,22.7,35.6,1.8,Urban,Plateau,No,No,No,9.5
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
7/28/2016,Rathnapura,Opanayaka,6.6228,80.1178,7.6,76,97,23.6,31.6,3.1,Forest,Valley,No,No,No,11.5
5/9/2021,Rathnapura,Godakawela,6.2829,80.7728,25.2,77,98,23,34.4,1.8,Forest,Valley,Yes,Flood,High,8
6/20/2021,Rathnapura,Opanayaka,6.2829,80.7728,0,68,68,23.7,33.1,1.6,Grassland,Mountain,No,No,No,12.5
3/19/2016,Rathnapura,Godakawela,6.2829,80.7728,0,65,88,24.5,35.4,1.8,Urban,Valley,No,No,No,12.5
4/2/2021,Rathnapura,Pelmadulla,6.6228,80.1178,0.1,76,92,24.2,33.7,1.6,Urban,Plateau,No,No,No,11.9
9/12/2021,Rathnapura,Godakawela,6.2829,80.7728,1.3,72,89,24.1,32.2,3.1,Forest,Valley,No,No,No,9.2
3/17/2016,Rathnapura,Godakawela,6.6228,80.1178,0,69,93,24.2,35.1,1.8,Forest,Valley,No,No,No,16.7
4/10/2021,Rathnapura,Kolonna,6.2992,80.2627,10.7,71,95,23.7,35.6,1.5,Grassland,Mountain,No,No,No,8
8/24/2021,Rathnapura,Godakawela,6.6828,80.3992,2.8,76,94,22.5,31.5,2.5,Urban,Mountain,No,No,No,9.2
9/28/2021,Rathnapura,Embilipitiya,6.6828,80.3992,18.3,87,87,22.2,28.3,2.2,Forest,Mountain,No,No,No,9.5
7/5/2021,Rathnapura,Balangoda,6.3993,80.6283,7.1,77,96,23.1,33.9,2.5,Forest,Plateau,No,No,No,11.5
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
1/2/2021,Rathnapura,Elapatha,6.2992,80.2627,2.5,77,91,22.8,31.9,1.8,Forest,Plateau,No,No,No,11.2
2/17/2016,Rathnapura,Kolonna,6.9826,80.6728,0,71,95,22.7,33.6,2.3,Urban,Valley,No,No,No,9.5
10/9/2021,Rathnapura,Godakawela,6.2992,80.2627,5,71,93,23.3,32.1,3,Urban,Valley,No,No,No,8.9
5/28/2016,Rathnapura,Kalawana,6.2829,80.7728,11.1,87,99,23,29.3,1.4,Urban,Plateau,No,No,No,20.2
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
7/24/2016,Rathnapura,Kalawana,6.3993,80.6283,13.4,87,97,23.9,29.4,2.3,Grassland,Mountain,No,No,No,4.6
4/16/2021,Rathnapura,Godakawela,6.6228,80.1178,0,78,95,23.1,33.3,2.3,Forest,Plateau,No,No,No,11.5
5/16/2021,Rathnapura,Balangoda,6.2829,80.7728,0,71,94,24.7,33.5,1.9,Grassland,Mountain,No,No,No,11.9
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
7/17/2021,Rathnapura,Weligepola,6.2992,80.2627,2.2,79,92,24.3,31.8,2.7,Urban,Mountain,No,No,No,7.4
6/4/2021,Rathnapura,Imbulpe,6.6228,80.1178,53.7,91,91,23.2,29.7,3.4,Forest,Plateau,No,No,No,9.5
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
10/24/2021,Rathnapura,Eheliyagoda,6.2829,80.7728,1.6,81,96,23.5,30.8,2.5,Forest,Plateau,No,No,No,20.2
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
6/12/2021,Rathnapura,Kahawaththa,6.2992,80.2627,10,78,78,23.5,32.1,1.6,Urban,Mountain,No,No,No,16.7
7/15/2016,Rathnapura,Nivithigala,6.2992,80.2627,7.8,84,95,23.2,30.2,2.7,Grassland,Valley,No,No,No,7.4
10/18/2021,Rathnapura,Opanayaka,6.3993,80.6283,5.8,76,95,23.6,31.1,3.2,Grassland,Plateau,Yes,Flood,Medium,9.2
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
8/8/2016,Rathnapura,Godakawela,6.6828,80.3992,0.2,74,90,24.9,32.2,2.5,Forest,Plateau,No,No,No,11.9
7/23/2021,Rathnapura,Kalthota,6.6228,80.1178,19.4,78,92,23.8,30.7,2.7,Forest,Valley,No,No,No,18.4
6/5/2016,Rathnapura,Kiriella,6.3993,80.6283,1.1,77,96,25,32.2,2.5,Forest,Plateau,No,No,No,16.7
10/25/2021,Rathnapura,Kuruwita,6.3993,80.6283,63.2,80,97,23.4,33,2.3,Forest,Plateau,No,No,No,18.4
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
7/9/2021,Rathnapura,Pelmadulla,6.6228,80.1178,134,93,94,24.4,28.8,1.9,Urban,Plateau,No,No,No,8
10/8/2021,Rathnapura,Godakawela,6.6228,80.1178,0.1,75,92,22.9,32.1,2.4,Forest,Mountain,No,No,No,8
8/4/2016,Rathnapura,Godakawela,6.6228,80.1178,0,70,81,25,31,1.8,Forest,Valley,No,No,No,18.4
2/12/2016,Rathnapura,Balangoda,6.2992,80.2627,0,67,92,23.2,35.9,1.9,Urban,Plateau,No,No,No,12.5
3/25/2016,Rathnapura,Balangoda,6.2992,80.2627,0,63,96,23.7,36.2,1.8,Grassland,Valley,No,No,No,10.1
7/14/2021,Rathnapura,Nivithigala,6.7182,80.3129,4.4,69,91,24.6,31.7,2.3,Forest,Plateau,No,No,No,14.1
8/11/2016,Rathnapura,Kalawana,6.6228,80.1178,1.7,72,92,23.9,31.7,1.5,Grassland,Plateau,No,No,No,9.2
2/11/2021,Rathnapura,Pelmadulla,6.9826,80.6728,0,67,96,20.3,33.7,2.1,Urban,Valley,No,No,No,4.6
5/7/2016,Rathnapura,Balangoda,6.2829,80.7728,40.7,84,99,23.4,32.1,2.7,Urban,Plateau,Yes,LandSlide,High,9.5
6/19/2021,Rathnapura,Godakawela,6.2992,80.2627,0,63,63,23.7,33.1,1.8,Urban,Plateau,No,No,No,14.1
8/25/2016,Rathnapura,Godakawela,6.6228,80.1178,1,79,89,24.2,29.7,1.6,Grassland,Mountain,No,No,No,14.1
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
6/24/2021,Rathnapura,Balangoda,6.9826,80.6728,40.9,89,89,23.2,30.5,1.6,Forest,Mountain,No,No,No,9.2
5/28/2021,Rathnapura,Embilipitiya,6.6228,80.1178,2.1,79,91,24.5,31.4,2.7,Urban,Valley,No,No,No,16.7
1/20/2021,Rathnapura,Opanayaka,6.7182,80.3129,0.8,69,71,23.3,33.8,2.5,Grassland,Valley,No,No,No,8.9
1/5/2021,Rathnapura,Opanayaka,6.6828,80.3992,0,79,94,22.5,32.4,3.1,Forest,Plateau,No,No,No,8.9
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
9/24/2021,Rathnapura,Balangoda,6.6228,80.1178,12.6,83,97,24.1,32.6,1.5,Urban,Valley,No,No,No,11.9
8/21/2016,Rathnapura,Nivithigala,6.3993,80.6283,3.9,81,93,24.2,31.4,1.6,Forest,Mountain,No,No,No,8.9
2/18/2016,Rathnapura,Kalthota,6.6228,80.1178,0.5,76,98,23.5,31.4,1.8,Grassland,Plateau,No,No,No,10.1
9/20/2021,Rathnapura,Opanayaka,6.3993,80.6283,11.6,81,97,24.2,31.7,3.1,Grassland,Plateau,No,No,No,18.4
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
10/29/2021,Rathnapura,Nivithigala,6.6228,80.1178,1.4,88,96,23.2,30.1,2.7,Grassland,Mountain,No,No,No,11.9
6/28/2021,Rathnapura,Godakawela,6.3993,80.6283,0.1,75,75,22.4,31.5,3.3,Urban,Valley,No,No,No,12.5
3/22/2021,Rathnapura,Godakawela,6.3993,80.6283,6.2,81,95,22.5,34.1,2.7,Grassland,Plateau,No,No,No,20.2
8/15/2021,Rathnapura,Nivithigala,6.2829,80.7728,0,76,89,25,31.1,3.1,Forest,Plateau,No,No,No,8.9
10/18/2021,Rathnapura,Opanayaka,6.3993,80.6283,5.8,76,95,23.6,31.1,3.2,Grassland,Plateau,Yes,Flood,Medium,9.2
2/15/2016,Rathnapura,Kahawaththa,6.6828,80.3992,3.1,81,98,23.5,31.8,3.1,Grassland,Plateau,No,No,No,8.9
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
5/30/2021,Rathnapura,Kalthota,6.2829,80.7728,3.5,77,96,24.5,31.6,1.8,Urban,Valley,No,No,No,12.5
4/23/2021,Rathnapura,Weligepola,6.6228,80.1178,1.7,79,96,22.5,31.7,2.5,Forest,Valley,No,No,No,18.4
4/5/2021,Rathnapura,Kolonna,6.3993,80.6283,0,70,92,21.3,34.8,2.7,Grassland,Mountain,No,No,No,9.2
6/29/2021,Rathnapura,Godakawela,6.6828,80.3992,0.4,73,73,23,32.9,3.2,Urban,Mountain,No,No,No,8
8/14/2016,Rathnapura,Godakawela,6.3993,80.6283,3.8,80,90,24.3,31.4,2.1,Grassland,Plateau,No,No,No,11.2
4/30/2021,Rathnapura,Kolonna,6.6228,80.1178,0.2,83,96,24.2,31,2.3,Grassland,Mountain,No,No,No,9.2
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
4/28/2016,Rathnapura,Nivithigala,6.6228,80.1178,7.4,74,99,23.3,34.8,1.6,Urban,Plateau,No,No,No,20.2
8/10/2016,Rathnapura,Nivithigala,6.9826,80.6728,7.3,70,88,23.9,31.6,1.8,Forest,Plateau,No,No,No,8.9
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
5/9/2021,Rathnapura,Godakawela,6.2829,80.7728,25.2,77,98,23,34.4,1.8,Forest,Valley,Yes,Flood,High,8
9/26/2021,Rathnapura,Godakawela,6.2829,80.7728,61.2,92,95,24.2,29.5,1.4,Urban,Mountain,No,No,No,8.9
7/23/2016,Rathnapura,Nivithigala,6.2829,80.7728,5.1,67,95,25.2,32.1,2.5,Urban,Valley,No,No,No,8.9
10/22/2021,Rathnapura,Balangoda,6.6228,80.1178,4.3,79,96,23.8,32.1,2.7,Urban,Plateau,No,No,No,8
5/1/2016,Rathnapura,Weligepola,6.3993,80.6283,9,79,99,24.3,34.6,2.5,Urban,Plateau,No,No,No,14.1
8/26/2021,Rathnapura,Nivithigala,6.9826,80.6728,47,87,96,23.5,29.7,1.8,Forest,Plateau,No,No,No,10.1
7/31/2021,Rathnapura,Nivithigala,6.2992,80.2627,0.1,68,91,25.1,32,2.7,Forest,Plateau,No,No,No,9.5
4/13/2016,Rathnapura,Kiriella,6.9826,80.6728,0,75,95,24.5,34.3,3,Forest,Valley,No,No,No,12.5
4/13/2016,Rathnapura,Kiriella,6.9826,80.6728,0,75,95,24.5,34.3,3,Forest,Valley,No,No,No,12.5
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
2/9/2016,Rathnapura,Pelmadulla,6.7182,80.3129,2.6,76,96,24.1,35.1,2.3,Forest,Plateau,No,No,No,18.4
4/14/2021,Rathnapura,Godakawela,6.7182,80.3129,46.5,80,98,23.3,34.2,2.2,Urban,Plateau,No,No,No,10.5
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
5/21/2016,Rathnapura,Opanayaka,6.2829,80.7728,14.7,85,98,24.6,30.6,2.7,Urban,Plateau,No,No,No,9.2
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
2/13/2021,Rathnapura,Nivithigala,6.2992,80.2627,0,66,94,22.8,34.7,2.3,Forest,Valley,No,No,No,10.5
3/30/2021,Rathnapura,Pelmadulla,6.6828,80.3992,0,59,92,21.7,34.5,2.5,Forest,Plateau,No,No,No,16.7
5/29/2016,Rathnapura,Balangoda,6.3993,80.6283,2.5,90,97,22.7,29.7,1.3,Grassland,Plateau,No,No,No,18.4
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
6/14/2021,Rathnapura,Pelmadulla,6.3993,80.6283,3.4,85,85,21.9,30.5,2.7,Urban,Plateau,No,No,No,8
8/17/2016,Rathnapura,Pelmadulla,6.9826,80.6728,2.9,71,84,25.2,30.8,1.9,Forest,Plateau,No,No,No,8.9
10/18/2021,Rathnapura,Opanayaka,6.3993,80.6283,5.8,76,95,23.6,31.1,3.2,Grassland,Plateau,Yes,Flood,Medium,9.2
4/7/2016,Rathnapura,Godakawela,6.6228,80.1178,0,76,94,22.2,34.8,1.8,Forest,Mountain,No,No,No,8
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
4/21/2021,Rathnapura,Kalawana,6.7182,80.3129,9.6,84,97,24.8,32.7,2.7,Forest,Plateau,No,No,No,8.9
3/26/2021,Rathnapura,Balangoda,6.6228,80.1178,7.9,73,95,22.6,34,1.8,Grassland,Plateau,No,No,No,8
8/25/2016,Rathnapura,Godakawela,6.6228,80.1178,1,79,89,24.2,29.7,1.6,Grassland,Mountain,No,No,No,14.1
6/19/2021,Rathnapura,Godakawela,6.2992,80.2627,0,63,63,23.7,33.1,1.8,Urban,Plateau,No,No,No,14.1
4/28/2016,Rathnapura,Nivithigala,6.6228,80.1178,7.4,74,99,23.3,34.8,1.6,Urban,Plateau,No,No,No,20.2
9/19/2021,Rathnapura,Imbulpe,6.2829,80.7728,0,75,94,23.5,32.7,2.7,Grassland,Valley,Yes,LandSlide,Medium,20.2
5/17/2021,Rathnapura,Weligepola,6.3993,80.6283,0,65,90,23.7,34.3,1.8,Forest,Valley,No,No,No,7.4
3/10/2021,Rathnapura,Kolonna,6.7182,80.3129,20,83,96,20.9,32.8,2.5,Urban,Valley,No,No,No,14.1
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
7/3/2016,Rathnapura,Godakawela,6.3993,80.6283,0.4,62,86,25,34.6,2.5,Urban,Valley,No,No,No,11.9
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
1/27/2021,Rathnapura,Godakawela,6.7182,80.3129,0,65,81,20.6,32.7,3.1,Grassland,Plateau,No,No,No,20.2
7/2/2021,Rathnapura,Godakawela,6.6228,80.1178,5.6,75,95,21.9,31.3,2.9,Forest,Plateau,No,No,No,7.2
6/15/2016,Rathnapura,Weligepola,6.9826,80.6728,0,70,83,25.2,31.2,1.8,Urban,Valley,No,No,No,12.5
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
6/22/2016,Rathnapura,Kiriella,6.9826,80.6728,0,71,81,24.9,31.1,2.9,Urban,Mountain,No,No,No,11.5
5/16/2016,Rathnapura,Nivithigala,6.6828,80.3992,63.1,93,97,22.6,25.9,2.3,Forest,Plateau,Yes,Landslide,Medium,14.1
5/15/2016,Rathnapura,Godakawela,6.3993,80.6283,136,97,97,23.8,25.1,2.5,Forest,Valley,Yes,Landslide,Medium,16.7
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
7/19/2016,Rathnapura,Godakawela,6.7182,80.3129,0,69,91,24.2,32.3,1.8,Grassland,Mountain,No,No,No,10.1
9/11/2021,Rathnapura,Godakawela,6.2992,80.2627,0,73,88,23.8,32,2.7,Urban,Mountain,No,No,No,8.9
3/18/2016,Rathnapura,Godakawela,6.2992,80.2627,0,61,89,24.7,36,1.5,Forest,Valley,No,No,No,14.1
4/14/2021,Rathnapura,Godakawela,6.7182,80.3129,46.5,80,98,23.3,34.2,2.2,Urban,Plateau,No,No,No,10.5
8/2/2021,Rathnapura,Balangoda,6.3993,80.6283,0.4,69,81,24.6,31.3,2.5,Forest,Plateau,No,No,No,11.2
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
5/7/2016,Rathnapura,Balangoda,6.2829,80.7728,40.7,84,99,23.4,32.1,2.7,Urban,Plateau,Yes,LandSlide,High,9.5
10/28/2021,Rathnapura,Pelmadulla,6.9826,80.6728,6.9,83,96,22.6,31.1,1.9,Grassland,Mountain,No,No,No,12.5
3/24/2021,Rathnapura,Nivithigala,6.7182,80.3129,0.3,80,97,23.2,32,2.5,Forest,Plateau,No,No,No,16.7
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
4/24/2016,Rathnapura,Godakawela,6.3993,80.6283,0,73,97,25.3,34.4,3.1,Grassland,Mountain,No,No,No,11.2
